# GENERATED by build/derive-ipa.py --enc 101 --syllables 0 (CMUdict, General American).
# grapheme = euspelling; ipa = headword pronunciation; gloss = headword.
grapheme,ipa,gloss
impeaqhing,ɪmˈpiːtʃɪŋ,impeaching
impeaqhment,ɪmˈpiːtʃmənt,impeachment
impeaqhments,ɪmˈpiːtʃmənts,impeachments
imperativ,ɪmˈpɛɹətɪv,imperative
imperativs,ɪmˈpɛɹətɪvz,imperatives
impressiv,ɪmˈpɹɛsɪv,impressive
impressivly,ɪmˈpɹɛsɪvliː,impressively
improov,ɪmˈpɹuːv,improve
improoving,ɪmˈpɹuːvɪŋ,improving
improovment,ɪmˈpɹuːvmənt,improvement
improovments,ɪmˈpɹuːvmənts,improvements
impulsiv,ɪmˈpʌlsɪv,impulsive
impulsivly,ɪmˈpʌlsɪvliː,impulsively
inaccurat,ɪˈnækjəɹət,inaccurate
inaccuratly,ɪˈnækjəɹətliː,inaccurately
inactiv,ɪˈnæktɪv,inactive
inadequat,ɪˈnædəkwət,inadequate
inadequatly,ɪˈnædəkwətliː,inadequately
inanimat,ɪˈnænəmət,inanimate
inappropriat,ˌɪnəˈpɹoʊpɹiːɪt,inappropriate
inappropriatly,ɪnəˈpɹɑpɹiːətliː,inappropriately
inarticulat,ɪnɑɹˈtɪkjələt,inarticulate
inasmuqh,ɪˈnæsmək,inasmuch
inattentiv,ˌɪnəˈtɛntɪv,inattentive
incentiv,ɪnˈsɛntɪv,incentive
incentivs,ɪnˈsɛntɪvz,incentives
incisiv,ɪnˈsaɪsɪv,incisive
inclusiv,ɪnˈkluːsɪv,inclusive
inclusivness,ɪnˈkluːsɪvnɪs,inclusiveness
incom,ˈɪnˌkʌm,income
incoms,ˈɪnˌkʌmz,incomes
inconclusiv,ɪnkənˈkluːsɪv,inconclusive
inconclusivly,ɪŋˈkɑnkluːsɪvliː,inconclusively
indecisiv,ˌɪndɪˈsaɪsɪv,indecisive
indecisivness,ɪnˈdɛsɪsɪvnəs,indecisiveness
indefinit,ɪnˈdɛfənət,indefinite
indefinitly,ɪnˈdɛfənətliː,indefinitely
indelicat,ɪnˈdɛlɪkət,indelicate
indeterminat,ˌɪndɪˈtɜɹmɪnɪt,indeterminate
indetted,ɪnˈdɛtəd,indebted
indettedness,ɪnˈdɛtɪdnɪs,indebtedness
indicativ,ɪnˈdɪkətɪv,indicative
indiscriminat,ɪndɪˈskɹɪmənət,indiscriminate
indiscriminatly,ˌɪndɪˈskɹɪmənətliː,indiscriminately
indorr,ˈɪnˌdɔɹ,indoor
indorrs,ˈɪnˌdɔɹz,indoors
ineffectiv,ɪnɪˈfɛktɪv,ineffective
ineffectivness,ˌɪnəˈfɛktɪvnəs,ineffectiveness
inexpensiv,ˌɪnɪkˈspɛnsɪv,inexpensive
inexpensivly,ˌɪnəkˈspɛnsɪvliː,inexpensively
infectiv,ɪnˈfɛktɪv,infective
infihting,ˈɪnˌfaɪtɪŋ,infighting
infinit,ˈɪnfənət,infinite
infinitiv,ɪnˈfɪnɪtɪv,infinitive
infinitly,ˈɪnfənətliː,infinitely
infliht,ˈɪnˌflaɪt,inflight
informativ,ɪnˈfɔɹmətɪv,informative
infuze,ɪnˈfjuːz,infuse
infuzed,ɪnˈfjuːzd,infused
infuzing,ɪnˈfjuːzɪŋ,infusing
initiativ,ɪˈnɪʃətɪv,initiative
initiativs,ɪˈnɪʃətɪvz,initiatives
injunctiv,ɪnˈdʒʌŋktɪv,injunctive
injur,ˈɪndʒəɹ,injure
innermoste,ˈɪnəɹˌmoʊst,innermost
innominat,ɪˈnɑmənət,innominate
innovativ,ˈɪnəˌveɪtɪv,innovative
inoffensiv,ɪnəˈfɛnsɪv,inoffensive
inoperativ,ɪˈnɑpəɹətɪv,inoperative
inordinat,ɪˈnɔɹdənɪt,inordinate
inordinatly,ɪˈnɔɹdənətliː,inordinately
inqhing,ˈɪntʃɪŋ,inching
inquisitiv,ɪnˈkwɪzɪtɪv,inquisitive
insensitiv,ɪnˈsɛnsətɪv,insensitive
insiht,ˈɪnˌsaɪt,insight
insihtful,ˈɪnˌsaɪtfəl,insightful
insihts,ˈɪnˌsaɪts,insights
inspectorat,ɪnˈspɛktəɹət,inspectorate
instedd,ɪnˈstɛd,instead
instinctiv,ɪnˈstɪŋktɪv,instinctive
instinctivly,ɪnˈstɪŋktɪvliː,instinctively
instructiv,ɪnˈstɹʌktɪv,instructive
insubordinat,ɪnsəˈbɔɹdəˌneɪt,insubordinate
intemperat,ɪnˈtɛmpəɹət,intemperate
intensiv,ɪnˈtɛnsɪv,intensive
intensivly,ɪnˈtɛnsɪvliː,intensively
interactiv,ˌɪntəɹˈæktɪv,interactive
intercollegiat,ˌɪntəɹkəˈliːdʒət,intercollegiate
intercorse,ˈɪntəɹˌkɔɹs,intercourse
interleav,ˌɪntəɹˈliːv,interleave
intermountan,ɪntəɹˈmaʊntɪn,intermountain
interpretiv,ɪnˈtɜɹpɹətɪv,interpretive
interqhange,ˌɪntəɹˈtʃeɪndʒ,interchange
interqhangeable,ˌɪntəɹˈtʃeɪndʒəbəl,interchangeable
interqhangeably,ˌɪntəɹˈtʃeɪndʒəbliː,interchangeably
interscolastic,ˌɪntəɹskəˈlæstɪk,interscholastic
interweav,ˌɪntəɹˈwiːv,interweave
intestin,ɪnˈtɛstən,intestine
intestins,ɪnˈtɛstənz,intestines
intimatly,ˈɪntəmətliː,intimately
intricat,ˈɪntɹəkət,intricate
intricatly,ˈɪntɹəkətliː,intricately
intrighe,ɪnˈtɹiːɡ,intrigue
intrighed,ˈɪntɹiːɡd,intrigued
intrighing,ɪnˈtɹiːɡɪŋ,intriguing
intrighingly,ɪnˈtɹiːɡɪŋliː,intriguingly
introspectiv,ˌɪntɹəˈspɛktɪv,introspective
intrusiv,ɪnˈtɹuːsɪv,intrusive
intrusivness,ɪnˈtɹuːsɪvnɛs,intrusiveness
intu,ɪnˈtuː,into
intuitiv,ɪnˈtuːətɪv,intuitive
intuitivly,ɪnˈtuːɪtɪvliː,intuitively
invasiv,ɪnˈveɪsɪv,invasive
invectiv,ɪnˈvɛktɪv,invective
inventiv,ɪnˈvɛntɪv,inventive
inventivness,ɪnˈvɛntɪvnəs,inventiveness
invertebrat,ˌɪnˈvɜɹtəbɹət,invertebrate
invertebrats,ɪnˈvɜɹtəbɹəts,invertebrates
investigativ,ɪnˈvɛstəˌɡeɪtɪv,investigative
inveterat,ɪnˈvɛtəɹət,inveterate
inviolat,ɪnˈvaɪəlɪt,inviolate
involv,ɪnˈvɑlv,involve
involvd,ɪnˈvɑlvd,involved
involvment,ɪnˈvɑlvmənt,involvement
involvments,ɪnˈvɑlvmənts,involvements
irksom,ˈɜɹksəm,irksome
irrespectiv,ɪɹəˈspɛktɪv,irrespective
iterativ,ˈɪtəɹˌeɪtɪv,iterative
iyeball,ˈaɪˌbɔl,eyeball
iyebruw,ˈaɪˌbɹaʊ,eyebrow
iyebruws,ˈaɪˌbɹaʊz,eyebrows
iyedropper,ˈaɪˌdɹɑpəɹ,eyedropper
iyedrops,ˈaɪˌdɹɑps,eyedrops
iyeglass,ˈaɪˌɡlæs,eyeglass
iyeglasses,ˈaɪˌɡlæsəz,eyeglasses
iyeing,ˈaɪɪŋ,eyeing
iyelash,ˈaɪˌlæʃ,eyelash
iyelashes,ˈaɪˌlæʃɪz,eyelashes
iyeless,ˈaɪləs,eyeless
iyelet,ˈaɪlət,eyelet
iyelid,ˈaɪˌlɪd,eyelid
iyelids,ˈaɪˌlɪdz,eyelids
iyelike,ˈaɪˌlaɪk,eyelike
iyeliner,ˈaɪˌlaɪnəɹ,eyeliner
iyepiece,ˈaɪˌpiːs,eyepiece
iyer,ˈaɪəɹ,eyer
iyeshade,ˈaɪˌʃeɪd,eyeshade
iyesiht,ˈaɪˌsaɪt,eyesight
iyesore,ˈaɪˌsɔɹ,eyesore
iyespot,ˈaɪˌspɑt,eyespot
iyestone,ˈaɪˌstoʊn,eyestone
iyestrain,ˈaɪˌstɹeɪn,eyestrain
iyewaer,ˈaɪˌwɛɹ,eyewear
iyewitness,ˈaɪˌwɪtnəs,eyewitness
iyewitnesses,ˈaɪˌwɪtnəsɪz,eyewitnesses
jaywahk,ˈdʒeɪˌwɔk,jaywalk
jaywahking,ˈdʒeɪˌwɔkɪŋ,jaywalking
jelous,ˈdʒɛləs,jealous
jelousies,ˈdʒɛləsiːz,jealousies
jelously,ˈdʒɛləsliː,jealously
jelousness,ˈdʒɛləsnɪs,jealousness
jelousy,ˈdʒɛləsiː,jealousy
jeppardize,ˈdʒɛpəɹˌdaɪz,jeopardize
jeppardized,ˈdʒɛpəɹˌdaɪzd,jeopardized
jeppardizing,ˈdʒɛpəɹˌdaɪzɪŋ,jeopardizing
jeppardy,ˈdʒɛpəɹdiː,jeopardy
jossle,ˈdʒɑsəl,jostle
jossled,ˈdʒɑsəld,jostled
jossling,ˈdʒɑsəlɪŋ,jostling
jucier,dʒuːˈɪsjəɹ,juicier
juciest,ˈdʒuːsiːəst,juiciest
jucy,ˈdʒuːsiː,juicy
judgment,ˈdʒʌdʒmənt,judgement
judgments,ˈdʒʌdʒmənts,judgements
jumpsuht,ˈdʒʌmpˌsuːt,jumpsuit
jumpsuhts,ˈdʒʌmpˌsuːts,jumpsuits
jurnal,ˈdʒɜɹnəl,journal
jurnalese,ˌdʒɜɹnəˈliːz,journalese
jurnalism,ˈdʒɜɹnəˌlɪzəm,journalism
jurnalist,ˈdʒɜɹnələst,journalist
jurnalistic,ˌdʒɜɹnəˈlɪstɪk,journalistic
jurnalistically,ˌdʒɜɹnəˈlɪstɪkəliː,journalistically
jurnalists,ˈdʒɜɹnələsts,journalists
jurney,ˈdʒɜɹniː,journey
jurneying,ˈdʒɜɹniːɪŋ,journeying
jurneyman,ˈdʒɜɹniːˌmæn,journeyman
juwly,ˈdʒaʊliː,jowly
kafkaesq,ˈkɑfkəˌɛsk,kafkaesque
keester,ˈkiːɪstəɹ,keister
kerqher,ˈkɜɹkəɹ,kercher
kerqhif,ˈkɜɹtʃəf,kerchief
kerqhifs,ˈkɜɹtʃəfs,kerchiefs
kimqhee,ˈkɪmtʃiː,kimchee
kimqhi,ˈkɪmtʃiː,kimchi
knihted,ˈnaɪtɪd,knighted
knihthood,ˈnaɪtˌhʊd,knighthood
knihtly,ˈnaɪtliː,knightly
knitwaer,ˈnɪˌtwɛɹ,knitwear
knockduwn,ˈnɑkˌdaʊn,knockdown
knoledge,ˈnɑlədʒ,knowledge
knoledgeable,ˈnɑlədʒəbəl,knowledgeable
knoledgeably,ˈnɑlɪdʒəbliː,knowledgeably
kuwtuw,ˈkaʊˌtaʊ,kowtow
kynda,ˈkɪndə,kinda
kynder,ˈkaɪndəɹ,kinder
kyndest,ˈkaɪndəst,kindest
kyndly,ˈkaɪndliː,kindly
kyndness,ˈkaɪndnəs,kindness
lacqer,ˈlækəɹ,lacquer
laffable,ˈlæfəbəl,laughable
laffer,ˈlɑkəɹ,laugher
laffing,ˈlæfɪŋ,laughing
laffingly,ˈlæfɪŋliː,laughingly
laffingstock,ˈlæfɪŋˌstɑk,laughingstock
laffter,ˈlæftəɹ,laughter
lammie,ˈlæmbiː,lambie
lamming,ˈlæmɪŋ,lambing
lammy,ˈlæmbiː,lamby
lamplihter,ˈlæmˌplaɪtəɹ,lamplighter
lamplihters,ˈlæmˌplaɪtəɹz,lamplighters
lampposte,ˈlæmpˌpoʊst,lamppost
lamppostes,ˈlæmpˌpoʊsts,lampposts
lanceolat,ˈlænsiːəˌleɪt,lanceolate
launqher,ˈlɔntʃəɹ,launcher
launqhers,ˈlɔntʃəɹz,launchers
launqhing,ˈlɔntʃɪŋ,launching
lawbraeker,ˈlɔˌbɹeɪkəɹ,lawbreaker
lawbraekers,ˈlɔˌbɹeɪkəɹz,lawbreakers
lawbraeking,ˈlɔˌbɹeɪkɪŋ,lawbreaking
lawsuht,ˈlɔˌsuːt,lawsuit
lawsuhts,ˈlɔˌsuːts,lawsuits
laxativ,ˈlæksətɪv,laxative
laxativs,ˈlæksətɪvz,laxatives
laypeeple,leɪˈpiːpəl,laypeople
leagher,ˈliːɡəɹ,leaguer
leaqhing,ˈliːtʃɪŋ,leaching
ledded,ˈlɛdɪd,leaded
ledden,ˈlɛdən,leaden
leddwork,ˈlɛˌdwɜɹk,leadwork
leester,ˈliːstəɹ,leister
legislativ,ˈlɛdʒəˌsleɪtɪv,legislative
legislativly,ˈlɛdʒɪˌsleɪtɪvliː,legislatively
legitimatly,ləˈdʒɪtəmətliː,legitimately
leppard,ˈlɛpəɹd,leopard
leppards,ˈlɛpəɹdz,leopards
leqher,ˈlɛtʃəɹ,lecher
leqherous,ˈlɛtʃəɹəs,lecherous
lerner,ˈlɜɹnəɹ,learner
lerners,ˈlɜɹnəɹz,learners
lerning,ˈlɜɹnɪŋ,learning
lesure,ˈlɛʒəɹ,leisure
lesurely,ˈliːzəɹliː,leisurely
letduwn,ˈlɛtˌdaʊn,letdown
lether,ˈlɛðəɹ,leather
letherback,ˈlɛðəɹˌbæk,leatherback
letherbacks,ˈlɛðəɹˌbæks,leatherbacks
lethers,ˈlɛðəɹz,leathers
letherwood,ˈlɛðəɹˌwʊd,leatherwood
lethery,ˈlɛðəɹiː,leathery
letterhedd,ˈlɛtəɹˌhɛd,letterhead
leven,ˈlɛvən,leaven
levening,ˈlɛvənɪŋ,leavening
lifebludd,ˈlaɪfˌblʌd,lifeblood
lifegard,ˈlaɪfˌɡɑɹd,lifeguard
lifegards,ˈlaɪfˌɡɑɹdz,lifeguards
lihle,ˈlaɪəl,lisle
lihtbulb,ˈlaɪtˌbʌlb,lightbulb
lihtbulbs,ˈlaɪtˌbʌlbz,lightbulbs
lihted,ˈlaɪtəd,lighted
lihten,ˈlaɪtən,lighten
lihtening,ˈlaɪtənɪŋ,lightening
lihter,ˈlaɪtəɹ,lighter
lihtest,ˈlaɪtəst,lightest
lihtfast,ˈlaɪtˌfæst,lightfast
lihtfastness,ˈlaɪtˌfæstnəs,lightfastness
lihtfoot,ˈlaɪtˌfʊt,lightfoot
lihtharted,ˈlaɪtˌhɑɹtɪd,lighthearted
lihthedded,ˌlaɪtˈhɛdəd,lightheaded
lihtheddedness,ˈlaɪtˌhɛdədnəs,lightheadedness
lihthouse,ˈlaɪtˌhaʊs,lighthouse
lihthouses,ˈlaɪtˌhaʊsɪz,lighthouses
lihting,ˈlaɪtɪŋ,lighting
lihtly,ˈlaɪtliː,lightly
lihtness,ˈlaɪtnəs,lightness
lihtning,ˈlaɪtnɪŋ,lightning
lihtnings,ˈlaɪtnɪŋz,lightnings
lihtship,ˈlaɪtˌʃɪp,lightship
lihtships,ˈlaɪtˌʃɪps,lightships
lihtweiht,ˈlaɪˌtweɪt,lightweight
lihty,ˈlaɪtiː,lighty
limeliht,ˈlaɪmˌlaɪt,limelight
limmless,ˈlɪmləs,limbless
linqhpin,ˈlɪntʃˌpɪn,linchpin
lionhart,ˈlaɪənˌhɑɹt,lionheart
liqeur,lɪˈkɜɹ,liqueur
liqeurs,lɪˈkɜɹz,liqueurs
liqor,ˈlɪkəɹ,liquor
lissen,ˈlɪsən,listen
lissener,ˈlɪsənəɹ,listener
lisseners,ˈlɪsənəɹz,listeners
lissening,ˈlɪsənɪŋ,listening
literat,ˈlɪtəɹət,literate
loathsom,ˈloʊðsəm,loathsome
lockduwn,ˈlɑkˌdaʊn,lockdown
locomotiv,ˌloʊkəˈmoʊtɪv,locomotive
locomotivs,ˌloʊkəˈmoʊtɪvz,locomotives
loggerhedd,ˈlɑɡəɹˌhɛd,loggerhead
loggerhedds,ˈlɑɡəɹˌhɛdz,loggerheads
lonesom,ˈloʊnsəm,lonesome
loover,ˈluːvɹə,louvre
lovless,ˈlʌvləs,loveless
lovly,ˈlʌvliː,lovely
lovmaking,ˈlʌvmeɪkɪŋ,lovemaking
lowduwn,ˈloʊˌdaʊn,lowdown
lucrativ,ˈluːkɹətɪv,lucrative
lunqhing,ˈlʌntʃɪŋ,lunching
lunqhon,ˈlʌntʃən,luncheon
lunqhonette,ˌlʌntʃɪˈnɛt,luncheonette
lunqhonettes,ˌlʌntʃɪˈnɛts,luncheonettes
lunqhons,ˈlʌntʃənz,luncheons
lunqhroom,ˈlʌntʃˌɹuːm,lunchroom
lunqhrooms,ˈlʌntʃˌɹuːmz,lunchrooms
lunqhtime,ˈlʌntʃˌtaɪm,lunchtime
lurqhing,ˈlɜɹtʃɪŋ,lurching
luser,ˈluːzəɹ,loser
lusers,ˈluːzəɹz,losers
lusing,ˈluːzɪŋ,losing
luster,ˈlʌstəɹ,lustre
luwery,ˈlaʊəɹiː,lowery
lynqhing,ˈlɪntʃɪŋ,lynching
lynqhings,ˈlɪntʃɪŋz,lynchings
macaqs,məˈkɑks,macaques
malnurrish,mælˈnɜɹɪʃ,malnourish
manipulativ,məˈnɪpjəˌleɪtɪv,manipulative
mankynd,ˈmænˌkaɪnd,mankind
mannekin,ˈmænəkɪn,mannequin
mannekins,ˈmænəkɪnz,mannequins
manpuwer,ˈmænˌpaʊəɹ,manpower
manqhu,ˈmæntʃuː,manchu
manqhuria,mænˈtʃʊɹiːə,manchuria
manslauhter,ˈmænˌslɔtəɹ,manslaughter
maqhismo,məˈtʃɪzmoʊ,machismo
maqho,ˈmɑtʃoʊ,macho
maqiladora,ˌmækwɪˈlædəɹə,maquiladora
maqiladoras,mæˌkiːjəˈdɔɹəs,maquiladoras
marabu,ˈmɛɹəˌbuː,marabou
margherite,ˌmɑɹɡəɹˈiːt,marguerite
mariaqhi,ˌmɑɹiːˈɑtʃiː,mariachi
markduwn,ˈmɑɹkˌdaʊn,markdown
markduwns,ˈmɑɹkˌdaʊnz,markdowns
marqee,mɑɹˈkiː,marquee
marqher,ˈmɑɹtʃəɹ,marcher
marqhers,ˈmɑɹtʃəɹz,marchers
marqhing,ˈmɑɹtʃɪŋ,marching
masculin,ˈmæskjələn,masculine
masqerade,ˌmæskəɹˈeɪd,masquerade
masqerading,ˌmæskəɹˈeɪdɪŋ,masquerading
massiv,ˈmæsɪv,massive
massivly,ˈmæsɪvliː,massively
mastermynd,ˈmæstəɹˌmaɪnd,mastermind
mastermynded,ˈmæstəɹˌmaɪndɪd,masterminded
mastermynding,ˈmæstəɹˌmaɪndɪŋ,masterminding
masthedd,ˈmæstˌhɛd,masthead
mayfluwer,ˈmeɪˌflaʊəɹ,mayflower
meddlesom,ˈmɛdəlsəm,meddlesome
meddow,ˈmɛˌdoʊ,meadow
meddowland,ˈmɛdoʊˌlænd,meadowland
meddowlands,ˈmɛdoʊˌlændz,meadowlands
meddowlark,ˈmɛdoʊˌlɑɹk,meadowlark
meddows,ˈmɛˌdoʊz,meadows
medicin,ˈmɛdəsən,medicine
medicins,ˈmɛdəsənz,medicines
meditativ,ˈmɛdəˌteɪtɪv,meditative
megadeth,ˈmɛɡəˌdɛθ,megadeath
meltduwn,ˈmɛltˌdaʊn,meltdown
menswaer,ˈmɛnzˌweɪɹ,menswear
merenghe,məɹˈeɪŋ,merengue
merqhandise,ˈmɜɹtʃənˌdaɪz,merchandise
merqhandiser,ˈmɜɹtʃənˌdaɪzəɹ,merchandiser
merqhandisers,ˈmɜɹtʃənˌdaɪzəɹz,merchandisers
merqhandising,ˈmɜɹtʃənˌdaɪzɪŋ,merchandising
merqhant,ˈmɜɹtʃənt,merchant
merqhantmen,ˈmɜɹtʃəntmɪn,merchantmen
mesqite,ˈmɛˌskiːt,mesquite
mesurable,ˈmɛʒəɹəbəl,measurable
mesurably,ˈmɛʒəɹəbliː,measurably
mesure,ˈmɛʒəɹ,measure
mesured,ˈmɛʒəɹd,measured
mesurement,ˈmɛʒəɹmənt,measurement
mesurements,ˈmɛʒəɹmənts,measurements
mesuring,ˈmɛʒəɹɪŋ,measuring
meuw,miːˈaʊ,meow
microclimat,ˈmaɪkɹoʊˌklaɪmət,microclimate
microclimats,ˈmaɪkɹoʊˌklaɪməts,microclimates
microqhip,ˈmaɪˌkɹoʊˌtʃɪp,microchip
microqhips,ˈmaɪˌkɹoʊˌtʃɪps,microchips
midcorse,ˈmɪdˌkɔɹs,midcourse
middleweiht,ˈmɪdəlˌweɪt,middleweight
midniht,ˈmɪdˌnaɪt,midnight
midtuwn,ˈmɪdˌtaʊn,midtown
mihtier,ˈmaɪtiːəɹ,mightier
mihtiest,ˈmaɪtiːəst,mightiest
mihtily,ˈmaɪtəliː,mightily
mihty,ˈmaɪtiː,mighty
minutman,ˈmɪnətˌmæn,minuteman
minutmen,ˈmɪnətˌmɛn,minutemen
misconceev,mɪskənˈsiːv,misconceive
misconceeving,mɪskənˈsiːvɪŋ,misconceiving
misghide,mɪsˈɡaɪd,misguide
misghided,mɪsˈɡaɪdɪd,misguided
misgiv,mɪsˈɡɪv,misgive
misherdd,ˌmɪsˈhɜɹd,misheard
misperceev,mɪspəɹˈsiːv,misperceive
misqharge,mɪsˈtʃɑɹdʒ,mischarge
misqharged,mɪsˈtʃɑɹdʒd,mischarged
misqharging,mɪsˈtʃɑɹdʒɪŋ,mischarging
misqhif,ˈmɪstʃəf,mischief
misqhivous,ˈmɪstʃəvəs,mischievous
missiv,ˈmɪsɪv,missive
misuzed,mɪˈsjuːzd,misused
misuzing,mɪˈsjuːzɪŋ,misusing
moderatly,ˈmɑdəɹətliː,moderately
monnies,ˈmʌniːz,monies
monny,ˈmʌniː,money
monnyless,ˈmʌniːlɪs,moneyless
monnymaker,ˈmʌniːˌmeɪkəɹ,moneymaker
monnymakers,ˈmʌniːˌmeɪkəɹz,moneymakers
monnymaking,ˈmʌniːˌmeɪkɪŋ,moneymaking
moonliht,ˈmuːnˌlaɪt,moonlight
moonlihting,ˈmuːnˌlaɪtɪŋ,moonlighting
mooton,ˈmuːtɔn,mouton
moovable,ˈmuːvəbəl,movable
moover,ˈmuːvəɹ,mover
moovers,ˈmuːvəɹz,movers
moovie,ˈmuːviː,movie
mooviegoer,ˈmuːˌviːˌɡoʊəɹ,moviegoer
mooviegoers,ˈmuːˌviːˌɡoʊəɹz,moviegoers
mooviegoing,ˈmuːˌviːˌɡoʊɪŋ,moviegoing
mooviemaker,ˈmuːˌviːˌmeɪkəɹ,moviemaker
mooviemakers,ˈmuːˌviːˌmeɪkəɹz,moviemakers
mooviemaking,ˈmuːˌviːˌmeɪkɪŋ,moviemaking
moovies,ˈmuːviːz,movies
mooving,ˈmuːvɪŋ,moving
moovingly,ˈmuːvɪŋliː,movingly
moovment,ˈmuːvmənt,movement
moovments,ˈmuːvmənts,movements
morgage,ˈmɔɹɡədʒ,mortgage
morgaged,ˈmɔɹɡɪdʒd,mortgaged
morgaging,ˈmɔɹɡɪdʒɪŋ,mortgaging
morrner,ˈmɔɹnəɹ,mourner
morrners,ˈmɔɹnəɹz,mourners
morrnful,ˈmɔɹnfəl,mournful
morrning,ˈmɔɹnɪŋ,mourning
mosqito,məˈskiːtoʊ,mosquito
mosqitoes,məˈskiːtoʊz,mosquitoes
mosqitos,məˈskiːtoʊz,mosquitos
mostely,ˈmoʊstliː,mostly
motiv,ˈmoʊtɪv,motive
mountan,ˈmaʊntən,mountain
mountaneer,ˈmaʊntɪˌnɪɹ,mountaineer
mountaneering,ˈmaʊntɪˌnɪɹɪŋ,mountaineering
mountanous,ˈmaʊntənəs,mountainous
mountans,ˈmaʊntənz,mountains
mountanside,ˈmaʊntənˌsaɪd,mountainside
mountansides,ˈmaʊntənˌsaɪdz,mountainsides
mountantop,ˈmaʊntənˌtɑp,mountaintop
mountantops,ˈmaʊntənˌtɑps,mountaintops
muddlehedded,ˈmʌdəlˌhɛdəd,muddleheaded
mulin,muːˈlæn,moulin
mulqhing,ˈmʌltʃɪŋ,mulching
multipurpos,ˌmʌltiːˈpɜɹpəs,multipurpose
munqhies,ˈmʌnˌtʃiːz,munchies
munqhing,ˈmʌntʃɪŋ,munching
mustash,ˈmʌˌstæʃ,moustache
mylder,ˈmaɪldəɹ,milder
myldest,ˈmaɪldəst,mildest
myldly,ˈmaɪldliː,mildly
myndboggling,ˈmaɪndˌbɔɡlɪŋ,mindboggling
mynded,ˈmaɪndəd,minded
myndedness,ˈmaɪndɪdnəs,mindedness
mynder,ˈmaɪndəɹ,minder
myndful,ˈmaɪndfəl,mindful
myndfully,ˈmaɪndfəliː,mindfully
mynding,ˈmaɪndɪŋ,minding
myndless,ˈmaɪndləs,mindless
myndlessly,ˈmaɪndləsliː,mindlessly
myndset,ˈmaɪndˌsɛt,mindset
myndsets,ˈmaɪndˌsɛts,mindsets
mystiqe,mɪˈstiːk,mystique
naiiv,ˌnaɪˈiːv,naive
naiiveteh,nɑˌiːvəˈteɪ,naivete
naiivly,nɑˈiːvliː,naively
naqho,ˈnætʃoʊ,nacho
naqhos,ˈnɑtʃoʊz,nachos
narrativ,ˈnæɹətɪv,narrative
narrativs,ˈnæɹətɪvz,narratives
nativ,ˈneɪtɪv,native
nativs,ˈneɪtɪvz,natives
nauhty,ˈnɔtiː,naughty
nearsihted,ˈniːɹˌsaɪtɪd,nearsighted
nearsihtedness,ˈniːɹˌsaɪtɪdnəs,nearsightedness
neckwaer,ˈnɛˌkwɛɹ,neckwear
negativ,ˈnɛɡətɪv,negative
negativly,ˈnɛɡətɪvliː,negatively
neihbor,ˈneɪbəɹ,neighbor
neihborhood,ˈneɪbəɹˌhʊd,neighborhood
neihborhoods,ˈneɪbəɹˌhʊdz,neighborhoods
neihboring,ˈneɪbəɹɪŋ,neighboring
neihborly,ˈneɪbəɹliː,neighborly
neoconservativ,ˌniːoʊkənˈsɜɹvətɪv,neoconservative
neoconservativs,ˌniːoʊkənˈsɜɹvətɪvz,neoconservatives
nettlesom,ˈnɛtəlsəm,nettlesome
neurosurjen,ˈnʊɹoʊˌsɜɹdʒən,neurosurgeon
neurosurjens,ˈnʊɹoʊˌsɜɹdʒənz,neurosurgeons
neves,niːˈɛvɛs,nieves
newcom,ˈnuːkəm,newcome
newspeeple,ˈnuːzpiːpəl,newspeople
newswimen,ˈnuːzwɪmən,newswomen
nihtclub,ˈnaɪtˌklʌb,nightclub
nihtfall,ˈnaɪtˌfɔl,nightfall
nihthawk,ˈnaɪtˌhɔk,nighthawk
nihthawks,ˈnaɪtˌhɔks,nighthawks
nihtingale,ˈnaɪtɪŋɡeɪl,nightingale
nihtlife,ˈnaɪtˌlaɪf,nightlife
nihtly,ˈnaɪtliː,nightly
nihtmare,ˈnaɪtˌmɛɹ,nightmare
nihtmares,ˈnaɪtˌmɛɹz,nightmares
nihtmarish,ˈnaɪtˌmɛɹɪʃ,nightmarish
nihtshade,ˈnaɪˌtʃeɪd,nightshade
nihtshirt,ˈnaɪˌtʃɜɹt,nightshirt
nihtshirts,ˈnaɪˌtʃɜɹts,nightshirts
nihtstand,ˈnaɪtˌstænd,nightstand
nihtstands,ˈnaɪtˌstændz,nightstands
nihtstick,ˈnaɪtˌstɪk,nightstick
nihtsticks,ˈnaɪtˌstɪks,nightsticks
nihttime,ˈnaɪtˌtaɪm,nighttime
nihttimes,ˈnaɪtˌtaɪmz,nighttimes
nonautomotiv,ˌnɑˌnɔtoʊˈmoʊtɪv,nonautomotive
nonbilding,ˈnɑnˌbɪldɪŋ,nonbuilding
nonbisness,ˈnɑnˌbɪznəs,nonbusiness
nonbynding,ˈnɑnˌbaɪndɪŋ,nonbinding
noncompetitiv,ˌnɑnkəmˈpɛtətɪv,noncompetitive
noncorporat,nɑnˈkɔɹpɹət,noncorporate
noncumulativ,nɑnˈkjuːmjələtɪv,noncumulative
nonexclusiv,ˌnɑnɪkˈskluːsɪv,nonexclusive
nonexecutiv,ˈnɑnɪɡˌzɛkjətɪv,nonexecutive
nonnativ,ˈnɑˌneɪtɪv,nonnative
nonnativs,ˈnɑˌneɪtɪvz,nonnatives
